product_id,colour,actual_price,current_price,discount,no_of_likes,quantity
1321532,rouge,88.29,41.41,53,192,50
1507436,Noir,303.78,103.54,66,91,68
1531972,Brown,251.13,59.99,76,332,76
1344366,Noir,13.74,10.89,21,339,0
1232095,argent,181.13,97,46,492,14
1293681,rouge,287.75,85.01,71,2601,30
1270494,Noir,106.61,61.03,43,148,79
1348591,Bleu,50.99,27.78,46,290,10
1608548,Yellow,84.92,53.4,37,326,60
1631137,#01,94.38,49.04,48,168,19
1450365,Bleu,115.07,62.12,46,354,93
1602992,Dark Blue,60.34,41.41,31,141,74
1532120,Black,253.16,49.99,80,1334,42
1258417,marron,243.31,146.52,40,149,87
1266931,Bleu,81.58,46.86,43,364,94
1277767,Noir,242.35,126.43,48,238,46
1624465,marron,49.38,49.04,0,155,40
1464463,café,68.86,38.14,45,23,32
1328156,Noir,70.4,40.55,42,127,13
1214525,Café noir,99.99,54.49,46,496,5
1646422,Black,94.72,53.4,44,158,25
1319741,# 01,150.57,71.69,52,495,45
1348111,Rose,98.12,46.86,52,3166,16
1330725,rouge,109.8,61.12,44,311,53
1273410,Vin rouge,42.77,15.99,63,4473,14
1650214,Brown,108.47,63.21,42,68,88
1669492,Black,29,13.99,52,23,36
1694577,Coffee,68,28.99,57,20,87
1657239,Coffee,156,85.01,46,23,11
1657353,Brown,132,59.99,55,39,35
1461231,# 01,116.66,76.29,35,312,12
1388188,Noir,162.63,87.21,46,140,25
1330313,Noir,103.99,49.99,52,129,70
1485831,Coloré,105.99,57.76,46,168,44
1487323,Noir,74.24,34.32,54,253,75
1653635,Black,65,35.41,46,13,36
1632740,Bleu,24.45,11.98,51,154,60
1538254,Red,44.12,23.42,47,32,37
1187945,Noir,161.38,110.08,32,107,53
1430243,Vin rouge,57.6,28.87,50,80,42
1054438,Noir,115.85,51.22,56,446,62
1478494,1,81.95,45.89,44,310,92
1674234,Coffee,45,22.99,49,84,34
1224736,1,36.81,20.86,43,479,47
1165902,marron,238.63,136.24,43,359,77
1329674,Bleu,69.01,36.49,47,228,33
1464462,café,47.51,27.78,42,97,92
1644822,Wine Red,39.85,22.33,44,21,23
1554547,Black,124.78,55.58,56,680,15
1286635,marron,160.1,86.1,46,156,46
1624254,Brown,59,27.99,53,5,23
1456183,Jaune marron,120.63,71.71,41,43,57
1417465,Bleu,44.93,28.87,36,551,95
1320069,kaki,61.66,36.34,41,383,7
1312125,rouge,53.45,28.73,46,673,72
1297826,Bleu,78.48,40.32,49,602,62
1553748,Black,92.76,41.41,55,23,8
1645767,#01,78.48,40.32,49,73,5
1632680,Blue,52.99,31.99,40,43,64
1457925,Vin rouge,107.85,47.01,56,236,26
1632676,Colorful,130.93,71.93,45,89,22
1435102,marron,64.85,35.41,45,250,56
1547565,Purple,82.95,28.87,65,71,23
1482120,rouge,61.87,34.32,45,246,92
1427259,Black,113.9,50.13,56,174,21
1453140,Noir,90.37,53.4,41,82,18
1350063,Rouge-marron,87.99,55.99,36,15,44
1331882,kaki,61.99,30.51,51,109,57
1168407,café,131.62,75.2,43,146,1
1299094,kaki,74.65,42.5,43,735,27
1277710,marron,92.48,54.17,41,171,79
1494707,Noir,222.61,62.12,72,168,79
1394783,Noir,117.93,69.47,41,129,88
1512383,Coffee,204.86,58.24,72,57,3
1543585,Coffee,119.77,53.4,55,137,79
1266928,Noir,158.44,81.74,48,105,13
1669557,Red,71,35.99,49,8,84
1294580,Gris foncé,44.99,20.99,53,107,68
1664979,Black,119,56.99,52,12,88
1328814,Coffee1,20.53,15.79,23,104,7
1645761,Blue,27,13.99,48,3,100
1279272,Jaune,69.47,35.41,49,224,18
1442602,Bleu,44.33,19.06,57,166,55
1592923,Black,82.7,41.41,50,35,86
1345813,# 01,104.91,57.76,45,308,48
1411753,marron,88.99,49.99,44,54,40
1620768,Dark Blue,33.88,33.23,0,51,29
1587558,Black,106.7,53.4,50,54,93
1177359,Noir,26.58,15.79,41,504,70
1635761,Blue,131.06,70.84,46,76,77
1162063,Noir,70.41,56.67,20,196,13
1482118,Noir,60.74,34.32,44,127,45
1597127,Brown,78.39,53.4,32,443,15
1382531,Bleu,101.08,62.12,39,54,63
1389515,1,71.99,27.99,61,10,91
1592940,Wine Red,32.99,16.99,49,30,34
1340730,rouge,27.99,15.99,43,60,52
1247445,marron,41.99,21.99,48,415,94
1281372,marron,77.35,40.32,48,979,44
1645350,Red,45.55,22.33,51,29,13
1128926,Noir,92.55,53.4,42,1330,50
1618139,Brown,76,19.99,74,8,13
1606292,Pink,71.99,44.99,38,28,61
1493173,Noir,204.35,47.01,77,172,25
1667137,#01,34.41,21.24,38,48,20
1617645,Green,58.22,28.99,50,166,49
1393225,Noir,142.34,59.94,58,374,71
1662058,Black,39,21.24,46,27,87
1580599,Brown,84.21,44.68,47,53,73
1280375,2,74.24,39.23,47,363,81
1363883,Vin rouge,32.66,19.06,42,119,73
1406743,rouge,62.99,34.99,45,22,63
1163080,Rouge-marron,135.63,77.38,43,219,9
1441437,marron,84.23,52.63,38,530,55
1624362,Brown,66.12,35.41,46,9,97
1329374,marron,77.25,35.01,55,84,43
1238298,Café profond,83.54,19.99,76,622,45
1472744,marron,73.76,41.41,44,79,66
1478499,1,111.84,62.12,45,135,93
1507431,Noir,303.78,103.54,66,50,90
1383476,1,120.99,57.99,52,58,90
1182961,Gris clair,142.99,74.99,48,285,24
1400425,Noir,85.42,50.13,41,12,38
1285945,Noir,67.93,41.62,39,149,50
1378949,Blue,116.13,36.5,69,201,2
1632675,Blue,50.63,24.51,52,119,4
1604616,Black,113.85,63.21,45,131,21
1194646,rouge,73.53,42.5,42,440,59
1445670,marron,113.9,50.13,56,785,25
1631210,Brown,79.77,44.68,44,61,93
1630163,Brown,116.94,51.22,56,51,54
1486937,Blue,28.99,15.79,46,44,24
1600028,Brown,126.67,67.22,47,38,89
1204537,Du vin,71.99,37.99,47,85,26
1377068,Noir,68.28,42.88,37,316,90
1562358,Khaki,49.99,22.99,54,33,87
1386351,Vin rouge,64.76,36.5,44,83,92
1280892,rouge,84.93,41.41,51,359,50
1592924,Pink,107.83,59.36,45,45,1
1406351,1,46.99,25.99,45,28,55
1255580,Noir,99.07,60.11,39,133,85
1631135,Coffee,86.99,42.99,51,60,35
1296390,marron,154.63,88.28,43,160,20
1564570,Blue,30.63,17.97,41,29,65
1544185,Dark Grey,93.99,44.99,52,65,69
1145491,4,62.91,37.79,40,317,23
1525896,Black,38.49,19.06,51,493,97
1543953,Blue,77.99,39.99,49,29,21
1645770,#01,70.34,36.5,48,55,8
1225510,Gris clair,143.65,81.74,43,197,63
1470407,marron,95.08,51.22,46,12,48
1671674,Pink,28,14.99,47,42,43
1645831,Brown,31.82,17.97,44,6,2
1582697,Yellow,125.21,53.4,57,452,33
1324949,café,116.78,65.39,44,42,85
1509323,Rose,125.46,15.9,87,217,88
1557103,Coffee,80.46,41.41,49,46,83
1356384,rouge,105.99,57.76,46,88,20
1708835,Pink,50,18.99,62,3,44
1722961,Red,29,14.99,48,1,35
1248163,Noir,48.99,27.99,43,89,0
1430241,Vin rouge,39.6,23.42,41,193,83
1516517,blanc,105.83,58.85,44,43,12
1449780,marron,85.79,47.95,44,722,38
1722952,Yellow,39,15.99,59,0,25
1405438,Bleu foncé,36.2,23.42,35,68,56
1489694,Jaune,84.94,48.13,43,98,96
1178080,Jaune marron,72.25,38.14,47,271,99
1650842,Red,37.84,21.24,44,58,86
1346608,marron,88.68,46.38,48,1113,22
1660285,Brown,59,26.99,54,18,96
1534900,Black,103.99,50.99,51,177,37
1674229,#01,65,23.98,63,74,37
1328892,Coffee1,24.81,12.98,48,128,95
1297181,kaki,54.99,27.99,49,133,10
1619206,Black,58.99,32.99,44,7,75
1318682,Violet,41.86,23.42,44,85,79
1555618,Blue,83.74,36.5,56,99,51
1631134,Brown,81.39,47.95,41,80,96
1635755,Dark Blue,135.6,68.66,49,45,38
1333718,Violet,117.71,58.85,50,158,19
1386353,Bleu foncé,42.52,17.9,58,75,6
1333067,rouge,23.21,11.98,48,159,84
1631209,kaki,105.99,41.99,60,32,40
1394944,gris,106.99,61.99,42,60,9
1635743,White,135.32,63.21,53,32,15
1479380,kaki,54.99,27.99,49,48,57
1262499,Bourgogne,57.66,32.13,44,66,1
1166450,Bleu,37.57,22.33,41,180,86
1449782,Noir,84.92,53.4,37,79,31
1456397,Fer à repasser,160.99,81.99,49,22,56
1600027,Black,82.99,44.99,46,36,86
1289767,Or,63.99,26.99,58,106,5
1650546,Beige,47.52,23.42,51,87,25
1440092,Bleu,56.99,31.05,46,955,36
1390398,Bleu foncé,60.99,32.99,46,40,96
1506646,Grey,99.99,45.99,54,104,85
1645833,Brown,34.18,17.97,47,4,67
1438870,Bleu,57.6,28.87,50,294,72
1619877,#01,62.99,31.99,49,2,86
1627128,Red,35.84,20.15,44,36,6
1334240,marron,40.99,23.97,42,67,25
1629302,#01,25.37,15.79,38,69,7
1266929,Bleu,71.52,41.41,42,319,88
1562060,Pink,39.85,22.33,44,62,31
1442603,Jaune,39.3,20.15,49,144,21
1635754,Pink,125.66,63.21,50,33,28
1255582,Noir,73.99,40.99,45,32,10
1464466,café,49.99,26.99,46,29,92
1427350,Noir,135.87,86.1,37,63,11
1371925,marron,47.23,28.87,39,29,93
1339868,1,27.99,14.99,46,65,89
1430396,Bleu profond,44.99,23.99,47,64,94
1329671,café,52.15,27.78,47,209,25
1308994,Noir,62.41,34.32,45,94,81
1345034,marron,57.86,32.14,45,114,45
1378490,marron,99.99,45.99,54,47,97
1535597,Wine Red,47.51,27.78,42,156,67
1196586,café,37.99,19.99,47,28,85
1581503,Blue,127.84,59.36,54,230,88
1297456,kaki,82.89,45.77,45,315,16
1299946,Noir,54.99,33.99,38,25,54
1265917,kaki,96.57,55.58,42,51,91
1334285,gris,27.99,15.99,43,56,21
1389987,café,76.45,44.68,42,33,34
1631136,Black,39.21,35.41,10,50,40
1389991,café,80.43,54.49,32,36,43
1340766,Comme image,49.99,27.99,44,72,77
1367365,marron,108.99,55.99,49,14,71
1356386,blanc,111.18,59.23,47,154,65
1415248,blanc,66.95,35.34,47,160,29
1292898,Noir,34.99,14.99,57,38,39
1516514,Dark Blue1,32.99,16.99,49,22,93
1444623,Orange,47.51,27.78,42,539,87
1328890,marron,37.33,19.06,49,53,100
1295102,Bourgogne,61.63,35.41,43,139,74
1406037,Noir,29.99,16.99,43,63,60
1430242,Vin rouge,51.84,28.87,44,45,13
1252609,Noir,152.99,80.99,47,117,57
1507435,marron,176.85,59.94,66,24,10
1237598,Café profond,70.99,33.99,52,209,47
1374579,Gris,80.46,41.41,49,269,26
1489697,Violet,113.9,50.13,56,51,38
1485821,Coloré,40.14,21.24,47,90,47
1507432,marron,185.1,53.4,71,37,40
1386357,Vin rouge,56.99,29.99,47,35,35
1264712,Noir,98.93,62.12,37,13,30
1340115,1,30.99,19.61,37,81,74
1388185,Noir,124.54,71.93,42,33,15
1252000,Vin rouge,129.99,68.99,47,121,1
1537614,Red,28.99,15.79,46,30,61
1293110,Bleu,65.99,30.99,53,180,83
1635747,Coffee,89,56.99,36,64,32
1720711,Pink,90,39.99,56,4,79
1328947,Bleu,71.99,34.99,51,256,66
1722648,Coffee,25,11.99,52,1,76
1416885,kaki,91.09,49.04,46,369,40
1631177,Beige,32.99,17.97,46,68,27
1635302,Pink,55.13,24.51,56,29,5
1382526,1,107.99,57.99,46,88,61
1430296,Bleu profond,45.49,26.69,41,42,9
1196249,#1,48.99,25.99,47,11,13
1199935,Orange,59.62,34.32,42,64,85
1361391,Noir,87.99,43.99,50,28,29
1635750,White,32.62,15.79,52,28,78
1427352,gris,129.34,67.57,48,104,0
1245610,Bleu,60.99,32.99,46,375,89
1196528,gris,103.83,57.76,44,336,64
1643462,Red,37.84,21.24,44,9,42
1592944,Red,57.28,29.96,48,35,10
1598807,Black,90.37,53.4,41,17,55
1405437,Bleu foncé,41.94,27.15,35,52,27
1619192,Coffee,52.99,29.99,43,6,15
1379696,marron,40.99,21.99,46,25,12
1553747,Black,207.22,78.45,62,63,59
1538451,Red,40.99,20.99,49,42,96
1629636,Black,42.99,23.42,46,9,37
1435584,Noir,78.67,44.68,43,73,9
1603694,Yellow,21.99,11.99,46,24,20
1554929,Black,39.85,22.33,44,21,94
1385599,Noir,47.96,27.05,44,50,15
1666870,Red,39.38,24.51,38,13,64
1436473,Bleu,63.87,35.41,45,89,45
1587559,Black,65.47,38.14,42,17,68
1592935,Wine Red,34.17,17.97,47,14,25
1631029,Coffee,45.23,17.31,62,25,46
1620394,Black,63.88,35.41,45,7,54
1330724,Violet,111.29,66.48,40,88,77
1400430,Noir,112.99,66.99,41,40,90
1265915,Gris,157.99,76.99,51,196,73
1163242,café,136.99,71.99,47,92,65
1554871,Black,82.99,41.99,49,55,83
1303440,café,89.52,45.77,49,98,52
1606291,Black,90.37,53.4,41,21,94
1196585,café,42.99,22.99,47,27,39
1334401,Bleu,117.89,57.76,51,105,37
1317915,Bleu,77.36,45.77,41,276,19
1635748,Colorful,124.3,74.11,40,20,85
1592925,Blue,32.99,17.97,46,24,5
1293108,Bleu,74.87,41.41,45,289,73
1330787,1,32.99,17.99,46,567,55
1389523,1,19.99,10.99,45,26,28
1562052,Black,34.68,20.15,42,22,53
1336443,Vin rouge,51.33,26.69,48,71,5
1314507,1,78.99,39.99,49,50,37
1261900,Noir,162.26,76.29,53,175,49
1312133,Gris clair,42.99,22.99,47,78,6
1171776,Jaune,126.43,74.11,41,176,17
1396482,# 01,57.76,29.47,49,84,85
1560739,Grey,57.6,28.87,50,7,54
1381013,Jaune,68.62,34.32,50,46,57
1233613,Noir,80.29,47.95,40,348,53
1186113,café,48.99,25.99,47,28,23
1270924,rouge,85.55,43.59,49,427,68
1453201,marron,81.99,43.99,46,24,88
1582380,Wine Red,150.34,21.2,86,189,55
1386356,Vin rouge,69.51,40.32,42,65,23
1205200,Noir,35.55,21.24,40,49,5
1471652,#01,32.99,17.97,46,22,53
1293109,Noir,77.89,38.14,51,695,96
1449778,café,62.99,32.99,48,34,91
1436474,Bleu,65.99,33.99,49,76,41
1430240,Bleu profond,34.68,20.15,42,35,56
1346534,Noir,15.99,10.99,31,16,72
1377293,rouge,86.05,41.41,52,61,26
1251958,rouge,72.42,42.5,41,56,87
1587557,Yellow,80.27,38.03,53,30,22
1266930,Bleu,65.99,34.99,47,189,70
1225536,Noir,40.99,21.99,46,41,66
1475815,Vin rouge,23.99,17.99,25,34,88
1592939,Wine Red,34.68,20.15,42,24,30
1603692,Pink,39.85,22.33,44,30,37
1619234,Black,78.48,40.32,49,6,32
1635752,Pink,60.72,29.96,51,79,77
1273443,Bleu,89.45,52.31,42,222,3
1262139,gris,139.99,60.99,56,128,88
1720702,Black,90,39.99,56,3,11
1624471,Coffee,66.38,34.32,48,13,50
1718260,Yellow,79,26.39,67,5,24
1653012,#01,44.74,21.24,53,49,89
1646051,Pink,33.84,19.06,44,32,69
1674232,#01,65,31.99,51,52,25
1436478,Noir,74.65,42.5,43,161,69
1389993,marron,68.38,40.32,41,41,41
1449783,café,72.87,40.32,45,25,35
1358241,Rose,34.99,15.99,54,29,79
1322258,Noir,82.99,38.99,53,50,52
1557112,Coffee,106.99,42.99,60,10,89
1635753,Pink,36.7,21.24,42,11,24
1550521,Red,47.52,23.42,51,47,37
1632677,Colorful,121.85,67.57,45,13,19
1264525,kaki,77.36,45.77,41,37,51
1241943,Noir,71.99,39.23,46,47,74
1163241,café,110.99,57.99,48,72,58
1595797,Black,34.68,20.15,42,12,3
1317473,Noir,33.99,19.61,42,100,72
1318557,vert,51.99,23.99,54,44,27
1348244,Black,120.99,51.99,57,25,17
1262454,kaki,147.99,67.99,54,112,63
1563350,Blue,27.99,13.99,50,19,8
1630113,Black,56.14,29.96,47,4,22
1598808,Green,51.98,35.24,32,20,91
1489695,rouge,38.99,17.99,54,23,49
1162100,Noir,74.62,57.76,23,230,38
1592942,Yellow,40.91,22.92,44,26,22
1247827,rouge,117.99,65.99,44,54,75
1550851,Brown,57.6,28.87,50,26,3
1322661,marron,41,22.56,45,154,7
1161105,Rose,57.99,30.99,47,345,41
1406039,rouge,34.4,21.24,38,118,83
1262452,Noir,119.37,62.12,48,60,69
1475813,Rouge à vin 1,33.82,19.06,44,24,90
1339909,1,35.99,18.99,47,22,85
1617422,Black,113.99,62.99,45,9,28
1635744,Colorful,131.62,66.48,50,15,48
1635749,Pink,125.06,67.57,46,30,71
1405960,Bleu,39.6,23.42,41,41,56
1330849,rouge,106.19,64.3,39,90,45
1283430,Vin rouge,59.79,31.83,47,275,9
1635745,Blue,44.04,27.78,37,7,5
1428613,gris,118.45,51.49,57,30,46
1554985,Black,82.99,42.99,48,9,27
1652040,Pink,44.13,23.42,47,23,49
1261898,marron,131.99,66.99,49,98,3
1259234,Noir,116.99,62.99,46,111,90
1430245,Vin rouge,33.26,21.24,36,61,10
1305427,Bleu,82.7,41.41,50,83,26
1406347,rouge,28.61,16.88,41,90,81
1617416,Black,85.1,45.77,46,5,24
1430239,Violet,65.99,33.99,49,41,30
1592932,#01,44.41,22.33,50,27,4
1405959,vert,32.66,19.06,42,38,10
1264520,kaki,93.49,47.95,49,205,84
1559910,Purple,69.99,33.99,51,30,49
1642325,Wine Red,45.55,22.33,51,9,96
1592934,Blue,28.99,15.99,45,22,81
1406350,1,56.72,32.14,43,63,49
1266409,marron,72.76,46.86,36,408,6
1430244,Vin rouge,38.71,22.33,42,62,13
1285658,Bourgogne,54.99,28.99,47,67,80
1405953,vert,23.99,12.99,46,74,97
1606289,Black,78.39,53.4,32,11,12
1257492,gris,115.99,61.99,47,57,48
1550524,Pink,25.99,13.99,46,37,96
1430233,Vin rouge,52.99,28.87,46,62,53
1624484,Black1,25,13.07,48,15,85
1674225,Blue,39,19.99,49,55,95
1356567,Bleu,116.92,64.3,45,92,27
1449296,marron,68.86,38.14,45,219,37
1386354,Vin rouge,56.24,34.32,39,66,75
1430297,Vin rouge,40.99,21.99,46,42,77
1140202,marron,53.99,34.32,36,356,23
1308375,Noir,45.99,22.99,50,12,35
1631904,Navy Blue,51.84,28.87,44,10,64
1390030,Orange,47.51,27.78,42,321,56
1400426,Noir,91.63,52.31,43,47,44
1385600,gris,39.6,23.42,41,85,72
1362715,marron,214.8,95.91,55,2207,65
1343594,Blue,85.99,37.99,56,1675,17
1651526,Yellow,48.99,19.99,59,42,98
1322670,rouge,142.14,56.63,60,321,61
1645760,Black,44.13,18.74,58,44,97
1235366,Rose rouge,90.96,38.62,58,425,17
1336350,rouge,123.67,49.7,60,206,92
1280773,marron,83.37,32.66,61,248,15
1236920,Rose,115.02,36.05,69,357,79
1285660,Bourgogne,50.41,23.97,52,168,35
1671094,Black,35,13.02,63,6,55
1053258,Bleu foncé,45.95,19.76,57,625,80
